# Hix (Oe),Hop (Oe),tp (ms),exp_index,V_{xc} (\mu m s^{-1}) , V_{yc} (\mu m s^{-1}), V_{a} (\mu m s^{-1}), b (\mu m s^{-1})
0.000000000000000000e+00,-2.000000000000000000e+01,3.000000000000000000e+02,0.000000000000000000e+00,-2.741228070175630305e-01,-4.385964912280886918e-01,6.312134502923976953e+01,3.002558479532163460e+01
