# 0_1__Confidence
# Pulse 0,Pulse 1,Pulse 2,Pulse 3,Pulse 4,Pulse 5,Pulse 6,Pulse 7,Pulse 8,
nan,nan,9.100000000000000000e+01,7.500000000000000000e+01,8.300000000000000000e+01,7.100000000000000000e+01,6.700000000000000000e+01,6.100000000000000000e+01,6.300000000000000000e+01
nan,9.100000000000000000e+01,9.200000000000000000e+01,9.500000000000000000e+01,7.800000000000000000e+01,7.500000000000000000e+01,6.500000000000000000e+01,nan,7.900000000000000000e+01
