# 0_1__X-Center
# Pulse 0,Pulse 1,Pulse 2,Pulse 3,Pulse 4,Pulse 5,Pulse 6,Pulse 7,Pulse 8,
nan,nan,5.090000000000000000e+02,5.070000000000000000e+02,5.050000000000000000e+02,5.050000000000000000e+02,5.050000000000000000e+02,5.030000000000000000e+02,5.060000000000000000e+02
nan,4.990000000000000000e+02,5.030000000000000000e+02,5.020000000000000000e+02,5.020000000000000000e+02,5.030000000000000000e+02,5.010000000000000000e+02,nan,5.060000000000000000e+02
