# 0_1__Semi-Minor-Axis
# Pulse 0,Pulse 1,Pulse 2,Pulse 3,Pulse 4,Pulse 5,Pulse 6,Pulse 7,Pulse 8,
nan,nan,1.310000000000000000e+02,1.580000000000000000e+02,1.850000000000000000e+02,2.140000000000000000e+02,2.430000000000000000e+02,2.700000000000000000e+02,3.000000000000000000e+02
nan,1.150000000000000000e+02,1.390000000000000000e+02,1.710000000000000000e+02,2.050000000000000000e+02,2.340000000000000000e+02,2.630000000000000000e+02,nan,3.220000000000000000e+02
