# Semi-Minor-Axis
# Pulse 0,Pulse 1,Pulse 2,Pulse 3,Pulse 4,Pulse 5,Pulse 6,Pulse 7,Pulse 8,
8.000000000000000000e+01,1.030000000000000000e+02,1.270000000000000000e+02,1.540000000000000000e+02,1.830000000000000000e+02,2.120000000000000000e+02,2.400000000000000000e+02,2.680000000000000000e+02,2.960000000000000000e+02
